"unique_id","Club"
39228,"CF403"
39242,"CF246"
39282,"CF127"
39308,"CF132"
39344,"CF403"
39380,"CF245"
39394,"CF212"
39399,"CF124"
39402,"CF403"
39436,"CF245"
39443,"CF101"
39445,"CF102"
39455,"CF111"
39456,"CF101"
39472,"CF128"
39486,"CF242"
39488,"CF114"
39549,"CF221"
39551,"CF111"
39563,"CF221"
39564,"CF402"
39568,"CF111"
39595,"CF405"
39621,"CF125"
39624,"CF403"
39625,"CF403"
39653,"CF128"
39657,"CF115"
39660,"CF124"
39663,"CF111"
39687,"CF119"
39689,"CF111"
39695,"CF105"
39697,"CF101"
39708,"CF403"
39712,"CF413"
39717,"CF109"
39728,"CF408"
39734,"CF133"
39738,"CF420"
39741,"CF261"
39758,"CF108"
39797,"CF413"
39812,"CF408"
39820,"CF242"
39834,"CF402"
39840,"CF105"
39876,"CF403"
39881,"CF101"
39898,"CF201"
39914,"CF410"
39926,"CF132"
39927,"CF124"
39964,"CF404"
40012,"CF601"
40031,"CF115"
40044,"CF210"
40079,"CF113"
40087,"CF114"
40092,"CF111"
40114,"CF107"
40133,"CF403"
40170,"CF101"
40177,"CF115"
40194,"CF114"
40198,"CF123"
40199,"CF408"
40214,"CF408"
40236,"CF408"
40250,"CF245"
40270,"CF119"
40271,"CF403"
40275,"CF403"
40281,"CF124"
40285,"CF115"
40297,"CF123"
40306,"CF123"
40316,"CF109"
40333,"CF108"
40334,"CF101"
40343,"CF204"
40351,"CF218"
40362,"CF111"
40391,"CF108"
40401,"CF408"
40412,"CF109"
40415,"CF126"
40418,"CF109"
40420,"CF132"
40442,"CF119"
40452,"CF221"
40468,"CF133"
40470,"CF408"
40478,"CF601"
40497,"CF123"
40502,"CF111"
40504,"CF123"
40513,"CF126"
40529,"CF413"
40561,"CF111"
40572,"CF125"
40579,"CF109"
40594,"CF109"
40611,"CF261"
40631,"CF111"
40636,"CF413"
40637,"CF111"
40645,"CF111"
40659,"CF413"
40665,"CF209"
40674,"CF604"
40692,"CF123"
40704,"CF111"
40715,"CF126"
40728,"CF242"
40732,"CF402"
40735,"CF402"
40736,"CF229"
40785,"CF242"
40806,"CF109"
40810,"CF604"
40831,"CF105"
40853,"CF124"
40864,"CF115"
40871,"CF605"
40879,"CF115"
40883,"CF123"
40889,"CF245"
40901,"CF111"
40911,"CF129"
40938,"CF413"
40940,"CF403"
40947,"CF249"
40973,"CF413"
40985,"CF245"
40990,"CF403"
41024,"CF604"
41044,"CF123"
41059,"CF111"
41063,"CF218"
41066,"CF102"
41072,"CF111"
41082,"CF128"
41097,"CF413"
41107,"CF245"
41121,"CF408"
41127,"CF128"
41136,"CF403"
41144,"CF105"
41163,"CF101"
41178,"CF406"
41179,"CF420"
41185,"CF105"
41188,"CF101"
41192,"CF115"
41201,"CF132"
41206,"CF114"
41215,"CF402"
41227,"CF213"
41240,"CF113"
41242,"CF245"
41244,"CF110"
41249,"CF245"
41255,"CF103"
41259,"CF123"
41263,"CF111"
41267,"CF129"
41271,"CF129"
41285,"CF105"
41296,"CF127"
41323,"CF111"
41338,"CF413"
41342,"CF245"
41357,"CF403"
41369,"CF403"
41373,"CF420"
41375,"CF245"
41388,"CF123"
41394,"CF402"
41395,"CF604"
41403,"CF123"
41410,"CF402"
41427,"CF604"
41445,"CF115"
41468,"CF420"
41483,"CF408"
41492,"CF119"
41502,"CF132"
41528,"CF242"
41532,"CF119"
41544,"CF105"
41580,"CF111"
41591,"CF245"
41603,"CF111"
41610,"CF132"
41628,"CF242"
41654,"CF133"
41665,"CF108"
41671,"CF102"
41675,"CF218"
41696,"CF123"
41703,"CF123"
41705,"CF402"
41706,"CF132"
41714,"CF245"
41720,"CF125"
41735,"CF125"
41742,"CF109"
41763,"CF123"
41793,"CF125"
41795,"CF115"
41796,"CF107"
41814,"CF133"
41816,"CF242"
41836,"CF133"
41838,"CF604"
41841,"CF122"
41843,"CF127"
41846,"CF111"
41863,"CF124"
41867,"CF105"
41880,"CF105"
41881,"CF406"
41891,"CF109"
41895,"CF233"
41901,"CF133"
41911,"CF413"
41932,"CF119"
41969,"CF605"
41980,"CF109"
41982,"CF221"
42013,"CF133"
42018,"CF132"
42030,"CF123"
42033,"CF420"
42036,"CF245"
42039,"CF403"
42049,"CF101"
42065,"CF402"
42071,"CF245"
42080,"CF604"
42091,"CF242"
42123,"CF123"
42132,"CF111"
42133,"CF402"
42142,"CF402"
42165,"CF125"
42172,"CF217"
42179,"CF402"
42227,"CF418"
42244,"CF418"
42248,"CF123"
42261,"CF232"
42274,"CF124"
42278,"CF221"
42292,"CF202"
42342,"CF123"
42353,"CF128"
42366,"CF123"
42377,"CF410"
42423,"CF401"
42425,"CF252"
42432,"CF245"
42437,"CF403"
42439,"CF123"
42440,"CF501"
42482,"CF123"
42490,"CF245"
42497,"CF229"
42501,"CF111"
42505,"CF132"
42547,"CF246"
42554,"CF413"
42556,"CF103"
42558,"CF403"
42566,"CF408"
42579,"CF408"
42606,"CF123"
42609,"CF109"
42611,"CF408"
42621,"CF109"
42622,"CF126"
42646,"CF101"
42678,"CF111"
42685,"CF105"
42686,"CF245"
42713,"CF229"
42718,"CF106"
42769,"CF101"
42772,"CF404"
42774,"CF109"
42775,"CF408"
42783,"CF221"
42795,"CF108"
42826,"CF408"
42842,"CF105"
42852,"CF229"
42860,"CF111"
42872,"CF133"
42886,"CF111"
42892,"CF103"
42907,"CF101"
42909,"CF108"
42920,"CF123"
42927,"CF105"
42932,"CF229"
42935,"CF111"
42936,"CF420"
42941,"CF133"
42965,"CF245"
42968,"CF111"
43021,"CF111"
43038,"CF101"
43050,"CF406"
43072,"CF413"
43088,"CF111"
43140,"CF413"
43153,"CF111"
43154,"CF242"
43252,"CF105"
43272,"CF111"
43309,"CF408"
43336,"CF125"
43347,"CF133"
43353,"CF105"
43361,"CF408"
43371,"CF111"
43376,"CF242"
43385,"CF111"
43387,"CF124"
43389,"CF408"
43390,"CF125"
43395,"CF218"
43406,"CF117"
43409,"CF111"
43414,"CF108"
43441,"CF408"
43445,"CF408"
43467,"CF245"
43474,"CF115"
43504,"CF124"
43509,"CF245"
43515,"CF111"
43526,"CF406"
43531,"CF402"
43548,"CF111"
43556,"CF408"
43558,"CF105"
43565,"CF111"
43612,"CF242"
43623,"CF242"
43626,"CF402"
43631,"CF245"
43643,"CF132"
43658,"CF218"
43659,"CF115"
43670,"CF218"
43672,"CF101"
43693,"CF111"
43735,"CF406"
43745,"CF101"
43746,"CF123"
43749,"CF111"
43753,"CF604"
43757,"CF413"
43777,"CF123"
43784,"CF109"
43803,"CF408"
43817,"CF109"
43841,"CF127"
43857,"CF420"
43880,"CF111"
43914,"CF129"
43915,"CF111"
43937,"CF101"
43938,"CF111"
43946,"CF219"
43972,"CF111"
44003,"CF601"
44041,"CF402"
44044,"CF402"
44051,"CF132"
44058,"CF604"
44070,"CF105"
44079,"CF113"
44131,"CF111"
44154,"CF242"
44155,"CF123"
44166,"CF111"
44186,"CF402"
44192,"CF123"
44219,"CF111"
44228,"CF406"
44229,"CF402"
44252,"CF123"
44255,"CF410"
44259,"CF123"
44282,"CF402"
44283,"CF402"
44292,"CF402"
44345,"CF604"
44370,"CF111"
44376,"CF125"
44381,"CF111"
44412,"CF103"
44414,"CF402"
44478,"CF111"
44485,"CF420"
44490,"CF105"
44494,"CF111"
44498,"CF604"
44503,"CF402"
44525,"CF201"
44530,"CF403"
44541,"CF124"
44578,"CF105"
44593,"CF406"
44621,"CF132"
44622,"CF245"
44656,"CF132"
44666,"CF114"
44676,"CF403"
44677,"CF109"
44679,"CF403"
44702,"CF105"
44727,"CF111"
44736,"CF102"
44764,"CF413"
44779,"CF111"
44780,"CF114"
44789,"CF113"
44800,"CF101"
44817,"CF245"
44818,"CF109"
44832,"CF111"
44839,"CF109"
44858,"CF402"
44881,"CF242"
44890,"CF413"
44899,"CF111"
44900,"CF111"
44928,"CF101"
44968,"CF115"
44972,"CF408"
45006,"CF111"
45017,"CF115"
45025,"CF101"
45028,"CF404"
45029,"CF402"
45035,"CF408"
45037,"CF105"
45041,"CF115"
45063,"CF101"
45078,"CF109"
45084,"CF252"
45086,"CF413"
45111,"CF132"
45131,"CF111"
45144,"CF125"
45161,"CF111"
45209,"CF413"
45224,"CF132"
45230,"CF413"
45232,"CF124"
45249,"CF242"
45262,"CF233"
45274,"CF420"
45282,"CF111"
45296,"CF111"
45307,"CF218"
45316,"CF111"
45326,"CF604"
45328,"CF115"
45329,"CF111"
45340,"CF123"
45354,"CF403"
45378,"CF105"
45380,"CF245"
45383,"CF111"
45401,"CF128"
45427,"CF103"
45438,"CF221"
45443,"CF111"
45468,"CF401"
45470,"CF109"
45474,"CF242"
45486,"CF109"
45495,"CF605"
45508,"CF604"
45514,"CF114"
45543,"CF111"
45556,"CF105"
45580,"CF109"
45585,"CF109"
45587,"CF112"
45592,"CF101"
45602,"CF101"
45620,"CF115"
45633,"CF101"
45636,"CF111"
45638,"CF413"
45657,"CF125"
45678,"CF242"
45693,"CF123"
45699,"CF401"
45708,"CF604"
45729,"CF242"
45760,"CF243"
45808,"CF111"
45810,"CF245"
45812,"CF111"
45854,"CF204"
45866,"CF129"
45891,"CF258"
45896,"CF111"
45899,"CF401"
45908,"CF132"
45923,"CF420"
45953,"CF604"
45955,"CF117"
45957,"CF604"
45964,"CF105"
45973,"CF125"
45985,"CF252"
45995,"CF125"
46000,"CF210"
46016,"CF229"
46044,"CF122"
46078,"CF129"
46086,"CF111"
46133,"CF101"
46171,"CF413"
46214,"CF404"
46229,"CF124"
46231,"CF229"
46237,"CF413"
46242,"CF117"
46248,"CF243"
46255,"CF105"
46293,"CF133"
46299,"CF125"
46308,"CF261"
46316,"CF402"
46328,"CF111"
46330,"CF402"
46340,"CF604"
46372,"CF406"
46373,"CF101"
46397,"CF123"
46410,"CF601"
46425,"CF202"
46459,"CF111"
46506,"CF212"
46510,"CF125"
46516,"CF101"
46525,"CF111"
46565,"CF111"
46570,"CF107"
46597,"CF501"
46615,"CF111"
46642,"CF129"
46662,"CF242"
46670,"CF408"
46679,"CF420"
46693,"CF403"
46723,"CF403"
46738,"CF111"
46739,"CF111"
46748,"CF218"
46765,"CF108"
46773,"CF108"
46796,"CF111"
46808,"CF402"
46809,"CF132"
46838,"CF132"
46844,"CF111"
46850,"CF103"
46877,"CF403"
46904,"CF245"
46910,"CF105"
46916,"CF108"
46918,"CF403"
46925,"CF402"
46934,"CF124"
46938,"CF109"
46947,"CF402"
46969,"CF111"
46991,"CF402"
47008,"CF111"
47021,"CF109"
47026,"CF111"
47051,"CF103"
47061,"CF408"
47065,"CF402"
47072,"CF233"
47100,"CF111"
47113,"CF105"
47114,"CF210"
47124,"CF111"
47131,"CF212"
47177,"CF115"
47196,"CF114"
47198,"CF403"
47206,"CF403"
47220,"CF406"
47225,"CF202"
47245,"CF218"
47250,"CF205"
47258,"CF111"
47281,"CF604"
47285,"CF258"
47316,"CF604"
47323,"CF229"
47341,"CF111"
47345,"CF115"
47351,"CF111"
47352,"CF201"
47365,"CF109"
47371,"CF111"
47394,"CF105"
47401,"CF111"
47405,"CF232"
47408,"CF109"
47410,"CF408"
47418,"CF218"
47420,"CF403"
47424,"CF111"
47427,"CF109"
47433,"CF105"
47443,"CF403"
47489,"CF123"
47521,"CF402"
47545,"CF111"
47546,"CF125"
47547,"CF132"
47602,"CF111"
47611,"CF403"
47621,"CF128"
47631,"CF403"
47638,"CF123"
47655,"CF117"
47656,"CF109"
47674,"CF105"
47691,"CF105"
47702,"CF119"
47717,"CF125"
47720,"CF246"
47721,"CF111"
47722,"CF420"
47749,"CF105"
47757,"CF123"
47758,"CF222"
47786,"CF111"
47791,"CF407"
47799,"CF111"
47806,"CF124"
47808,"CF111"
47809,"CF111"
47810,"CF117"
47823,"CF229"
47828,"CF111"
47849,"CF111"
47853,"CF403"
47855,"CF111"
47876,"CF111"
47880,"CF410"
47885,"CF117"
47889,"CF105"
47895,"CF106"
47905,"CF257"
47915,"CF403"
47917,"CF252"
47947,"CF106"
47957,"CF420"
47959,"CF245"
47966,"CF605"
47994,"CF111"
47996,"CF128"
48001,"CF605"
48016,"CF111"
48031,"CF242"
48064,"CF123"
48067,"CF212"
48073,"CF413"
48084,"CF402"
48092,"CF221"
48093,"CF413"
48095,"CF125"
48096,"CF111"
48097,"CF111"
48099,"CF115"
48108,"CF115"
48109,"CF111"
48123,"CF109"
48131,"CF407"
48145,"CF111"
48172,"CF123"
48231,"CF125"
48242,"CF115"
48245,"CF242"
48253,"CF242"
48255,"CF111"
48260,"CF109"
48262,"CF111"
48269,"CF123"
48271,"CF115"
48284,"CF105"
48314,"CF604"
48324,"CF103"
48348,"CF126"
48349,"CF111"
48369,"CF111"
48383,"CF111"
48403,"CF123"
48454,"CF403"
48467,"CF604"
48470,"CF103"
48491,"CF111"
48493,"CF111"
48500,"CF111"
48505,"CF111"
48510,"CF403"
48572,"CF604"
48577,"CF115"
48585,"CF113"
48587,"CF101"
48589,"CF111"
48635,"CF111"
48648,"CF101"
48659,"CF123"
48708,"CF125"
48741,"CF111"
48747,"CF124"
48752,"CF103"
48755,"CF105"
48769,"CF111"
48783,"CF402"
48786,"CF233"
48791,"CF115"
48824,"CF204"
48833,"CF132"
48840,"CF125"
48855,"CF109"
48861,"CF402"
48863,"CF125"
48868,"CF105"
48871,"CF105"
48934,"CF125"
48947,"CF403"
49001,"CF413"
49024,"CF413"
49068,"CF132"
49150,"CF127"
49195,"CF604"
49203,"CF229"
49209,"CF126"
49216,"CF109"
49244,"CF113"
49245,"CF420"
49250,"CF123"
49270,"CF117"
49285,"CF117"
49301,"CF123"
49304,"CF132"
49314,"CF237"
49330,"CF403"
49341,"CF109"
49357,"CF246"
49362,"CF205"
49382,"CF406"
49388,"CF124"
49428,"CF123"
49455,"CF229"
49458,"CF117"
49468,"CF133"
49487,"CF109"
49503,"CF124"
49513,"CF111"
49523,"CF203"
49534,"CF111"
49537,"CF604"
49543,"CF123"
49554,"CF205"
49563,"CF123"
49607,"CF403"
49629,"CF413"
49633,"CF402"
49637,"CF403"
49673,"CF103"
49674,"CF111"
49682,"CF111"
49684,"CF111"
49690,"CF119"
49695,"CF101"
49706,"CF111"
49709,"CF123"
49730,"CF242"
49731,"CF105"
49764,"CF604"
49777,"CF111"
49850,"CF127"
49866,"CF111"
49896,"CF113"
49918,"CF111"
49919,"CF249"
49929,"CF204"
49930,"CF129"
49940,"CF124"
49957,"CF604"
49988,"CF111"
50002,"CF125"
50006,"CF242"
50009,"CF113"
50040,"CF123"
50063,"CF403"
50065,"CF111"
50080,"CF123"
50117,"CF219"
50119,"CF221"
50131,"CF119"
50144,"CF221"
50147,"CF123"
50167,"CF128"
50173,"CF123"
50185,"CF232"
50188,"CF250"
50199,"CF242"
50201,"CF108"
50210,"CF115"
50222,"CF125"
50236,"CF107"
50238,"CF245"
50247,"CF111"
50284,"CF232"
50286,"CF109"
50287,"CF107"
50320,"CF245"
50321,"CF229"
50325,"CF117"
50331,"CF242"
50337,"CF605"
50343,"CF123"
50350,"CF117"
50354,"CF128"
50355,"CF108"
50362,"CF132"
50376,"CF117"
50380,"CF218"
50382,"CF111"
50394,"CF111"
50409,"CF117"
50427,"CF218"
50428,"CF132"
50442,"CF109"
50446,"CF245"
50486,"CF113"
50489,"CF242"
50497,"CF108"
50502,"CF111"
50524,"CF132"
50528,"CF123"
50555,"CF105"
50566,"CF601"
50579,"CF123"
50604,"CF132"
50634,"CF124"
50651,"CF402"
50674,"CF105"
50699,"CF123"
50711,"CF604"
50731,"CF413"
50794,"CF113"
50831,"CF413"
50843,"CF249"
50847,"CF402"
50853,"CF604"
50854,"CF604"
50889,"CF402"
50920,"CF218"
50923,"CF245"
50925,"CF258"
50941,"CF111"
50943,"CF408"
50963,"CF111"
50965,"CF109"
50977,"CF111"
50980,"CF402"
51007,"CF405"
51014,"CF604"
51027,"CF410"
51050,"CF123"
51053,"CF132"
51098,"CF413"
51117,"CF106"
51184,"CF204"
51203,"CF501"
51207,"CF111"
51209,"CF115"
51256,"CF249"
51257,"CF111"
51260,"CF132"
51269,"CF105"
51273,"CF105"
51282,"CF402"
51286,"CF111"
51320,"CF101"
51337,"CF132"
51355,"CF403"
51361,"CF242"
51370,"CF117"
51484,"CF258"
51518,"CF123"
51542,"CF408"
51572,"CF111"
51625,"CF258"
51631,"CF252"
51635,"CF604"
51639,"CF109"
51658,"CF123"
51661,"CF103"
51680,"CF410"
51697,"CF111"
51725,"CF115"
51728,"CF113"
51736,"CF604"
51745,"CF202"
51760,"CF601"
51819,"CF119"
51834,"CF113"
51841,"CF123"
51873,"CF111"
51894,"CF105"
51900,"CF133"
51910,"CF413"
51927,"CF204"
51933,"CF209"
51940,"CF111"
51959,"CF601"
51965,"CF229"
52000,"CF101"
52011,"CF111"
52032,"CF119"
52034,"CF408"
52042,"CF111"
52056,"CF109"
52080,"CF109"
52097,"CF125"
52118,"CF123"
52120,"CF403"
52133,"CF257"
52138,"CF403"
52153,"CF126"
52155,"CF111"
52160,"CF245"
52164,"CF109"
52165,"CF106"
52203,"CF410"
52205,"CF410"
52222,"CF111"
52250,"CF115"
52256,"CF249"
52262,"CF218"
52281,"CF126"
52306,"CF413"
52307,"CF111"
52312,"CF111"
52319,"CF109"
52327,"CF218"
52337,"CF124"
52348,"CF105"
52409,"CF117"
52443,"CF219"
52455,"CF603"
52461,"CF103"
52467,"CF111"
52472,"CF111"
52487,"CF123"
52493,"CF410"
52499,"CF111"
52512,"CF123"
52531,"CF123"
52541,"CF402"
52558,"CF111"
52580,"CF413"
52588,"CF109"
52589,"CF101"
52590,"CF111"
52605,"CF123"
52608,"CF132"
52613,"CF111"
52625,"CF123"
52628,"CF109"
52634,"CF117"
52641,"CF103"
52645,"CF402"
52646,"CF111"
52648,"CF601"
52662,"CF105"
52672,"CF109"
52681,"CF229"
52699,"CF111"
52711,"CF109"
52720,"CF123"
52731,"CF410"
52739,"CF129"
52742,"CF111"
52749,"CF124"
52760,"CF603"
52769,"CF128"
52776,"CF229"
52795,"CF402"
52801,"CF601"
52803,"CF403"
52818,"CF601"
52820,"CF601"
52828,"CF404"
52846,"CF111"
52851,"CF603"
52853,"CF117"
52880,"CF221"
52903,"CF603"
52914,"CF401"
52920,"CF603"
52924,"CF413"
52952,"CF604"
52969,"CF601"
52977,"CF111"
52993,"CF206"
53006,"CF128"
53032,"CF221"
53047,"CF123"
53069,"CF232"
53083,"CF123"
53097,"CF420"
53110,"CF132"
53151,"CF402"
53205,"CF403"
53232,"CF111"
53271,"CF111"
53307,"CF221"
53310,"CF604"
53315,"CF250"
53319,"CF129"
53334,"CF125"
53355,"CF123"
53374,"CF132"
53376,"CF402"
53377,"CF201"
53379,"CF229"
53382,"CF402"
53403,"CF109"
53408,"CF132"
53428,"CF209"
53453,"CF413"
53454,"CF117"
53456,"CF111"
53461,"CF413"
53480,"CF111"
53482,"CF249"
53493,"CF124"
53524,"CF115"
53558,"CF221"
53565,"CF105"
53567,"CF105"
53588,"CF214"
53598,"CF402"
53630,"CF402"
53661,"CF111"
53735,"CF111"
53746,"CF109"
53790,"CF109"
53805,"CF405"
53811,"CF402"
53819,"CF111"
53854,"CF125"
53862,"CF116"
53884,"CF117"
53901,"CF132"
53903,"CF122"
53906,"CF116"
53910,"CF402"
53911,"CF117"
53919,"CF111"
53928,"CF604"
53935,"CF117"
53942,"CF221"
53950,"CF123"
53968,"CF218"
53974,"CF105"
53998,"CF111"
54003,"CF123"
54011,"CF123"
54032,"CF105"
54097,"CF229"
54101,"CF123"
54110,"CF125"
54124,"CF117"
54164,"CF105"
54213,"CF201"
54268,"CF111"
54314,"CF111"
54325,"CF129"
54326,"CF115"
54341,"CF604"
54344,"CF111"
54374,"CF101"
54385,"CF105"
54400,"CF109"
54449,"CF127"
54464,"CF111"
54470,"CF123"
54482,"CF101"
54494,"CF117"
54514,"CF111"
54521,"CF413"
54523,"CF111"
54546,"CF407"
54547,"CF407"
54556,"CF407"
54568,"CF407"
54574,"CF105"
54586,"CF123"
54601,"CF403"
54610,"CF233"
54611,"CF221"
54622,"CF413"
54639,"CF117"
54662,"CF106"
54673,"CF406"
54677,"CF106"
54678,"CF111"
54714,"CF406"
54729,"CF101"
54756,"CF604"
54765,"CF101"
54839,"CF232"
54842,"CF404"
54854,"CF105"
54863,"CF133"
54864,"CF132"
54876,"CF603"
54877,"CF105"
54916,"CF111"
54929,"CF109"
54932,"CF109"
54940,"CF232"
54971,"CF111"
54976,"CF601"
54997,"CF127"
55001,"CF111"
55025,"CF221"
55028,"CF123"
55032,"CF245"
55051,"CF406"
55054,"CF406"
55074,"CF413"
55086,"CF501"
55164,"CF110"
55171,"CF408"
55176,"CF413"
55184,"CF111"
55210,"CF403"
55223,"CF111"
55232,"CF119"
55241,"CF119"
55261,"CF245"
55266,"CF402"
55267,"CF124"
55268,"CF111"
55281,"CF132"
55282,"CF105"
55294,"CF402"
55306,"CF111"
55388,"CF604"
55389,"CF403"
55399,"CF242"
55407,"CF106"
55448,"CF218"
55467,"CF109"
55513,"CF125"
55541,"CF108"
55543,"CF402"
55545,"CF219"
55546,"CF128"
55569,"CF401"
55594,"CF132"
55608,"CF105"
55686,"CF123"
55704,"CF111"
55707,"CF132"
55723,"CF132"
55744,"CF132"
55761,"CF249"
55775,"CF406"
55809,"CF501"
55811,"CF402"
55819,"CF402"
55821,"CF604"
55839,"CF404"
55877,"CF119"
55886,"CF105"
55887,"CF407"
55895,"CF604"
55920,"CF108"
55924,"CF119"
55929,"CF128"
55932,"CF210"
55967,"CF123"
55998,"CF113"
56016,"CF403"
56030,"CF403"
56038,"CF103"
56054,"CF132"
56055,"CF103"
56091,"CF402"
56151,"CF119"
56156,"CF111"
56158,"CF403"
56190,"CF125"
56213,"CF132"
56219,"CF123"
56223,"CF125"
56231,"CF604"
56244,"CF101"
56245,"CF221"
56246,"CF105"
56262,"CF233"
56273,"CF115"
56275,"CF242"
56282,"CF129"
56285,"CF242"
56287,"CF402"
56303,"CF604"
56310,"CF402"
56312,"CF125"
56316,"CF111"
56319,"CF604"
56320,"CF218"
56322,"CF119"
56339,"CF111"
56340,"CF111"
56355,"CF604"
56359,"CF114"
56362,"CF604"
56389,"CF404"
56392,"CF123"
56394,"CF218"
56396,"CF123"
56420,"CF209"
56426,"CF114"
56438,"CF111"
56456,"CF117"
56470,"CF245"
56506,"CF111"
56519,"CF233"
56536,"CF413"
56565,"CF105"
56613,"CF132"
56637,"CF403"
56640,"CF123"
56672,"CF119"
56685,"CF103"
56720,"CF123"
56727,"CF242"
56731,"CF111"
56745,"CF125"
56755,"CF604"
56787,"CF266"
56796,"CF103"
56801,"CF123"
56810,"CF109"
56814,"CF123"
56833,"CF123"
56852,"CF420"
56861,"CF242"
56866,"CF111"
56884,"CF111"
56904,"CF604"
56929,"CF218"
56942,"CF123"
56953,"CF402"
56964,"CF111"
56968,"CF403"
56991,"CF117"
57003,"CF402"
57004,"CF115"
57022,"CF243"
57036,"CF111"
57051,"CF123"
57052,"CF115"
57060,"CF403"
57062,"CF123"
57063,"CF403"
57065,"CF111"
57078,"CF413"
57099,"CF243"
57104,"CF111"
57150,"CF403"
57177,"CF111"
57187,"CF111"
57193,"CF404"
57227,"CF403"
57228,"CF115"
57229,"CF121"
57233,"CF111"
57241,"CF242"
57273,"CF109"
57285,"CF249"
57363,"CF111"
57382,"CF115"
57386,"CF406"
57400,"CF604"
57424,"CF125"
57429,"CF116"
57436,"CF201"
57438,"CF125"
57470,"CF115"
57480,"CF501"
57487,"CF119"
57503,"CF245"
57516,"CF601"
57599,"CF109"
57609,"CF113"
57623,"CF604"
57627,"CF132"
57630,"CF111"
57640,"CF111"
57670,"CF132"
57675,"CF604"
57703,"CF111"
57726,"CF111"
57731,"CF105"
57739,"CF245"
57762,"CF245"
57771,"CF123"
57772,"CF111"
57794,"CF109"
57799,"CF111"
57881,"CF105"
57898,"CF402"
57901,"CF413"
57921,"CF111"
57926,"CF111"
57927,"CF111"
57929,"CF111"
57940,"CF133"
57948,"CF103"
57976,"CF111"
57985,"CF402"
58004,"CF245"
58012,"CF111"
58031,"CF413"
58033,"CF229"
58034,"CF413"
58059,"CF204"
58072,"CF101"
58087,"CF408"
58091,"CF123"
58095,"CF115"
58110,"CF413"
58113,"CF111"
58115,"CF103"
58136,"CF124"
58149,"CF133"
58170,"CF106"
58209,"CF109"
58221,"CF117"
58241,"CF109"
58244,"CF123"
58259,"CF111"
58290,"CF245"
58304,"CF111"
58315,"CF218"
58355,"CF413"
58362,"CF245"
58363,"CF111"
58376,"CF111"
58393,"CF604"
58445,"CF109"
58456,"CF105"
58457,"CF209"
58497,"CF126"
58525,"CF407"
58527,"CF124"
58537,"CF132"
58553,"CF233"
58572,"CF604"
58573,"CF111"
58584,"CF111"
58629,"CF126"
58647,"CF413"
58650,"CF111"
58678,"CF604"
58705,"CF103"
58717,"CF111"
58739,"CF604"
58768,"CF109"
58779,"CF123"
58781,"CF245"
58805,"CF111"
58827,"CF103"
58828,"CF252"
58841,"CF132"
58912,"CF109"
58914,"CF132"
58941,"CF107"
58943,"CF111"
58945,"CF403"
58966,"CF604"
58967,"CF111"
58992,"CF111"
58995,"CF132"
59030,"CF101"
59071,"CF102"
59091,"CF249"
59094,"CF111"
59110,"CF245"
59113,"CF105"
59143,"CF111"
59194,"CF209"
59202,"CF117"
59206,"CF111"
59226,"CF201"
59241,"CF132"
59246,"CF109"
59276,"CF107"
59280,"CF119"
59290,"CF105"
59299,"CF105"
59322,"CF229"
59353,"CF132"
59365,"CF123"
59411,"CF413"
59427,"CF111"
59476,"CF128"
59485,"CF115"
59494,"CF111"
59500,"CF111"
59506,"CF123"
59512,"CF109"
59520,"CF221"
59524,"CF237"
59527,"CF111"
59544,"CF111"
59555,"CF128"
59571,"CF115"
59574,"CF115"
59580,"CF229"
59590,"CF109"
59599,"CF229"
59626,"CF111"
59629,"CF417"
59630,"CF605"
59632,"CF109"
59634,"CF111"
59638,"CF413"
59657,"CF118"
59674,"CF133"
59690,"CF402"
59706,"CF413"
59732,"CF133"
59745,"CF604"
59748,"CF111"
59757,"CF131"
59776,"CF413"
59781,"CF111"
59806,"CF413"
59826,"CF115"
59846,"CF105"
59853,"CF254"
59855,"CF133"
59865,"CF109"
59907,"CF413"
59915,"CF115"
59950,"CF413"
59970,"CF109"
59979,"CF105"
59983,"CF115"
59986,"CF132"
59995,"CF413"
60018,"CF123"
60022,"CF101"
60030,"CF119"
60033,"CF108"
60040,"CF123"
60044,"CF242"
60065,"CF242"
60087,"CF103"
60090,"CF115"
60108,"CF106"
60123,"CF245"
60164,"CF601"
60184,"CF127"
60185,"CF241"
60196,"CF401"
60227,"CF111"
60234,"CF253"
60236,"CF417"
60262,"CF133"
60274,"CF102"
60281,"CF133"
60284,"CF401"
60286,"CF132"
60300,"CF237"
60304,"CF410"
60306,"CF123"
60307,"CF111"
60315,"CF404"
60355,"CF241"
60366,"CF133"
60374,"CF117"
60382,"CF408"
60391,"CF408"
60397,"CF246"
60401,"CF119"
60407,"CF132"
60412,"CF241"
60436,"CF241"
60471,"CF133"
60491,"CF111"
60494,"CF132"
60509,"CF241"
60517,"CF413"
60541,"CF111"
60556,"CF604"
60558,"CF242"
60562,"CF413"
60567,"CF232"
60583,"CF115"
60595,"CF241"
60620,"CF108"
60624,"CF117"
60627,"CF402"
60628,"CF604"
60644,"CF133"
60658,"CF406"
60680,"CF133"
60681,"CF132"
60705,"CF413"
60717,"CF406"
60735,"CF105"
60738,"CF206"
60744,"CF211"
60768,"CF253"
60805,"CF123"
60810,"CF241"
60832,"CF123"
60839,"CF402"
60847,"CF241"
60858,"CF249"
60860,"CF101"
60862,"CF115"
60870,"CF229"
60879,"CF245"
