"unique_id","Company_category","contract_type","ECO_SECT","JOB_CONDITION","JOB_CATEGORY","WORKING_HOURS","Emolument","employee_count","Job_dep","Work_description"
40052,"ct_9","CDI","FZ","C","O",1643,18895,"tr_5","44","632j"
40054,"ct_9","CDI","CC","C","O",1955,16313,"tr_4","44","676a"
40059,"ct_9","CDI","CL","C","O",1940,49289,"tr_6","44","474b"
40064,"ct_9","TTP","NZ","C","O",411,15820,"tr_1","44","632d"
40067,"ct_9","CDI","HZ","C","O",1820,14908,"tr_5","44","451a"
40068,"ct_9","CDI","KZ","C","O",1820,18898,"tr_3","44","545b"
40075,"ct_7","CDI","TZ","C","O",219,2608,"tr_1","44","563c"
40087,"ct_9","APP","NZ","C","A",1214,6779,"tr_2","44","631a"
40092,"ct_9","CDI","CH","C","O",1785,32483,"tr_6","44","628f"
40109,"ct_9","CDI","JC","C","O",1820,33741,"tr_6","75","388c"
40117,"ct_9","CDI","NZ","P","O",885,8374,"tr_4","35","543f"
40120,"ct_9","CDI","FZ","C","O",1797,18130,"tr_4","44","681a"
40137,"ct_9","TTP","NZ","C","O",1346,16273,"tr_1","44","676e"
40138,"ct_9","CDI","CL","C","O",1853,34300,"tr_6","44","624c"
40141,"ct_9","CDI","LZ","C","O",1820,18957,"tr_3","44","632k"
40142,"ct_6","CDI","SZ","P","O",1299,10156,"tr_1","44","562b"
40152,"ct_9","CDI","FZ","C","O",1603,19549,"tr_5","44","621c"
40156,"ct_9","CDI","CG","C","O",1932,39843,"tr_6","44","477a"
40159,"ct_9","CDI","GZ","C","O",1782,17298,"tr_1","44","432d"
40162,"ct_9","CDI","CC","C","O",526,12825,"tr_4","44","477a"
40163,"ct_8","CDI","QA","C","O",1943,26814,"tr_6","44","431a"
40164,"ct_9","CDI","GZ","C","O",1948,18318,"tr_4","44","487a"
40166,"ct_9","CDI","KZ","C","O",1820,16011,"tr_1","44","461b"
40168,"ct_7","CDI","TZ","C","O",738,5092,"tr_1","44","563a"
40170,"ct_8","CDI","PZ","P","O",1111,21136,"tr_4","44","341a"
40171,"ct_9","CDI","FZ","P","O",1276,19780,"tr_1","44","543b"
40172,"ct_9","CDI","MA","C","O",1933,19548,"tr_3","44","461d"
40176,"ct_9","CDI","NZ","C","O",1998,17707,"tr_3","44","676a"
40177,"ct_9","APP","FZ","C","A",1788,14124,"tr_1","44","681a"
40179,"ct_9","CDI","GZ","C","O",1626,22489,"tr_6","44","461d"
40181,"ct_8","CDI","PZ","P","O",1028,9081,"tr_1","44","421a"
40184,"ct_9","CDI","NZ","C","O",1818,14327,"tr_1","44","631a"
40196,"ct_9","CDI","CA","C","O",2184,44956,"tr_6","44","387d"
40197,"ct_8","CDI","OZ","C","O",1846,34308,"tr_6","44","434c"
40198,"ct_9","CDI","EZ","C","O",2263,25150,"tr_3","56","652a"
40199,"ct_9","CDD","QB","Y","O",747,13185,"tr_4","44","525d"
40200,"ct_8","CDI","PZ","P","O",1767,14364,"tr_3","44","422e"
40202,"ct_9","CDI","DZ","C","O",1717,35313,"tr_5","44","543f"
40203,"ct_9","CDI","CK","C","O",1886,29923,"tr_6","44","624c"
40207,"ct_6","CDI","IZ","P","O",782,6849,"tr_3","44","561d"
40213,"ct_9","CDD","HZ","P","O",1140,13060,"tr_4","44","676c"
40214,"ct_8","CDI","PZ","P","O",943,8609,"tr_2","44","421a"
40219,"ct_9","CDI","MA","C","O",1828,45332,"tr_6","44","388a"
40225,"ct_6","CDI","NZ","C","O",1397,11785,"tr_1","44","691d"
40229,"ct_9","CDI","MA","P","O",1498,32441,"tr_5","44","382a"
40236,"ct_8","CDI","QB","P","O",1456,17617,"tr_3","44","434e"
40237,"ct_9","CDI","MA","C","O",1820,56071,"tr_1","44","344b"
40245,"ct_9","CDI","NZ","C","O",1471,29953,"tr_0","44","526b"
40256,"ct_8","CDI","QB","P","O",1137,13843,"tr_5","44","526a"
40257,"ct_8","CDI","QB","P","O",1520,17602,"tr_4","44","434g"
40258,"ct_9","CDI","HZ","C","O",1410,17026,"tr_3","44","641a"
40260,"ct_9","CDI","KZ","C","O",2526,32803,"tr_1","44","375b"
40270,"ct_9","CDI","NZ","C","O",1820,14879,"tr_5","93","534a"
40271,"ct_7","CDI","QB","D","O",2163,4407,"tr_1","44","563a"
40276,"ct_6","CDI","FZ","C","O",1982,18336,"tr_2","44","632g"
40281,"ct_9","CDI","JB","C","O",1878,31199,"tr_6","44","478d"
40288,"ct_9","CDI","CG","C","O",1778,53706,"tr_3","57","374b"
40292,"ct_2","AUT","OZ","C","O",1819,18675,"tr_6","44","563b"
40293,"ct_9","CDI","IZ","P","O",1459,13852,"tr_1","44","561d"
40297,"ct_8","CDI","QB","C","O",1820,16379,"tr_3","44","526c"
40307,"ct_9","CDI","HZ","C","O",1931,15759,"tr_5","44","641a"
40311,"ct_9","CDI","HZ","C","O",1820,34917,"tr_6","44","333c"
40315,"ct_6","CDI","GZ","C","O",2200,46685,"tr_3","94","463d"
40316,"ct_9","CDI","NZ","P","O",1010,7918,"tr_5","44","684a"
40319,"ct_9","CDI","HZ","C","O",2099,26077,"tr_3","44","652a"
40329,"ct_6","CDI","FZ","C","O",979,9583,"tr_1","44","632a"
40337,"ct_9","CDI","JB","C","O",1819,19995,"tr_6","44","554b"
40342,"ct_9","CDI","CL","C","O",1924,39885,"tr_6","44","478a"
40345,"ct_9","CDI","MC","C","O",1104,11748,"tr_5","44","543g"
40346,"ct_8","CDI","QB","P","O",1497,13380,"tr_4","44","526a"
40356,"ct_9","CDI","FZ","C","O",1197,18253,"tr_3","44","481a"
40360,"ct_9","CDI","IZ","C","O",1136,16177,"tr_3","44","636d"
40362,"ct_9","CDI","FZ","C","O",1757,18277,"tr_1","44","621c"
40366,"ct_8","CDI","QB","C","O",1820,23820,"tr_5","44","431d"
40369,"ct_9","CDD","GZ","C","O",648,9458,"tr_1","44","554a"
40371,"ct_9","CDI","GZ","P","O",1465,12303,"tr_4","44","551a"
40377,"ct_9","CDI","NZ","C","O",1890,19471,"tr_5","44","533c"
40379,"ct_2","AUT","HZ","C","O",1958,36918,"tr_2","44","333f"
40381,"ct_9","CDI","QA","C","O",1820,21384,"tr_6","44","526c"
40382,"ct_9","CDI","MA","P","O",1579,39934,"tr_3","44","372a"
40387,"ct_9","APP","FZ","C","A",259,599,"tr_1","44","631a"
40391,"ct_9","CDI","GZ","C","O",1229,15577,"tr_4","44","676c"
40393,"ct_9","CDI","CK","C","O",1837,25894,"tr_6","44","624c"
40404,"ct_9","CDI","CH","C","O",1899,23037,"tr_3","44","623g"
40412,"ct_6","CDI","MA","C","O",1842,25592,"tr_1","44","474c"
40415,"ct_6","CDI","IZ","C","O",697,13327,"tr_2","44","561c"
40416,"ct_9","TTP","NZ","C","O",2008,25615,"tr_2","44","474b"
40418,"ct_8","CDI","QB","P","O",771,9467,"tr_1","85","432d"
40419,"ct_8","CDI","SZ","C","O",1820,21044,"tr_2","44","542a"
40421,"ct_6","CDI","FZ","C","O",1799,25955,"tr_2","44","632a"
40426,"ct_9","CDI","PZ","C","O",2028,47500,"tr_2","44","388c"
40428,"ct_9","APP","GZ","P","A",1735,12584,"tr_5","44","551a"
40429,"ct_6","CDI","GZ","C","O",1652,15758,"tr_1","44","554b"
40432,"ct_9","CDI","JA","C","O",1820,19903,"tr_1","04","478a"
40434,"ct_8","CDI","QB","C","O",1881,37802,"tr_5","44","434a"
40442,"ct_9","CDI","KZ","C","O",1803,27670,"tr_5","44","545c"
40456,"ct_9","CDI","GZ","C","O",1704,20436,"tr_3","44","543f"
40457,"ct_3","CDI","QB","P","O",1456,17400,"tr_6","44","423b"
40464,"ct_9","TTP","NZ","C","O",162,1703,"tr_2","44","675b"
40467,"ct_7","CDI","TZ","C","O",2195,26106,"tr_1","44","563c"
40468,"ct_9","CDI","NZ","P","O",946,9611,"tr_5","49","534a"
40469,"ct_9","CDI","RZ","C","O",1612,21985,"tr_3","44","486e"
40470,"ct_9","CDI","GZ","C","O",1858,26647,"tr_1","44","433d"
40472,"ct_9","CDI","GZ","C","O",1820,20383,"tr_4","44","634c"
40478,"ct_9","CDI","JC","C","O",1491,24490,"tr_6","44","388a"
40489,"ct_9","CDI","CH","C","O",1293,21048,"tr_6","44","423b"
40494,"ct_9","CDI","HZ","C","O",1820,38736,"tr_4","44","333c"
40495,"ct_9","CDI","HZ","C","O",311,4213,"tr_1","44","461b"
40496,"ct_3","AUT","QA","C","O",1789,30986,"tr_6","44","431f"
40502,"ct_9","CDI","QA","C","O",1654,16928,"tr_4","44","526a"
40504,"ct_9","CDI","FZ","C","O",1624,25739,"tr_3","44","472c"
40507,"ct_9","CDI","FZ","C","O",1858,23414,"tr_3","49","472a"
40513,"ct_9","APP","MB","C","A",1672,15791,"tr_6","44","623f"
40521,"ct_9","CDI","QA","C","O",1605,20628,"tr_4","44","431f"
40526,"ct_9","CDI","QA","C","O",1798,15046,"tr_5","44","525d"
40530,"ct_9","CDI","KZ","C","O",2200,57601,"tr_2","44","467a"
40531,"ct_3","AUT","QB","C","O",1819,24871,"tr_6","44","434d"
40534,"ct_9","CDI","MA","C","O",2028,27254,"tr_3","44","472a"
40549,"ct_2","AUT","OZ","C","O",1870,35006,"tr_5","44","472d"
40553,"ct_9","CDI","HZ","P","O",1415,14079,"tr_6","44","461f"
40559,"ct_9","CDI","MA","C","O",1545,28168,"tr_3","44","461e"
40561,"ct_9","CDI","CB","C","O",2093,22953,"tr_6","44","477b"
40565,"ct_9","CDI","CA","C","O",1800,20943,"tr_5","45","625f"
40568,"ct_9","CDI","IZ","C","O",1692,14746,"tr_4","45","525d"
40577,"ct_9","TTP","NZ","C","O",1564,29758,"tr_1","45","641a"
40583,"ct_8","AUT","RZ","C","X",413,1429,"tr_2","45","434d"
40584,"ct_9","CDI","CG","C","O",2093,46237,"tr_6","45","385c"
40596,"ct_6","CDI","IZ","P","O",609,5479,"tr_1","45","561d"
40601,"ct_9","TTP","NZ","C","O",1687,16907,"tr_4","45","674c"
40608,"ct_9","CDI","JC","C","O",1826,39996,"tr_4","45","388b"
40611,"ct_9","APP","CL","C","A",1799,9994,"tr_3","45","474c"
40617,"ct_9","CDI","CL","C","O",2184,42762,"tr_6","36","383a"
40619,"ct_7","CDI","TZ","C","O",574,5861,"tr_1","45","563c"
40620,"ct_8","CDI","OZ","C","O",1848,20488,"tr_6","45","373d"
40624,"ct_8","CDI","QB","P","O",1198,9517,"tr_5","45","684a"
40631,"ct_7","CDI","QB","D","O",1575,10546,"tr_1","45","563a"
40634,"ct_9","APP","CI","C","A",1354,10899,"tr_5","45","473c"
40635,"ct_9","CDI","CA","C","O",1835,24169,"tr_3","45","652a"
40649,"ct_8","CDI","OZ","C","O",1834,28968,"tr_5","45","434b"
40654,"ct_9","CDI","CF","C","O",1820,24752,"tr_6","45","674a"
40662,"ct_8","CDD","QB","C","X",981,10440,"tr_4","45","434d"
40665,"ct_2","AUT","OZ","C","O",1820,21992,"tr_3","45","621f"
40671,"ct_9","CDI","GZ","C","O",1925,16545,"tr_3","45","676a"
40681,"ct_9","CDI","CF","C","O",1826,51667,"tr_4","45","477b"
40688,"ct_9","CDI","CG","C","O",2088,38095,"tr_6","45","474b"
40690,"ct_8","CDI","QB","C","O",763,7632,"tr_3","45","526a"
40691,"ct_9","CDI","LZ","C","O",1820,25072,"tr_1","45","463e"
40704,"ct_6","CDI","GZ","C","O",1820,21610,"tr_1","45","554b"
40713,"ct_9","CDI","CA","C","O",1980,20347,"tr_6","45","625f"
40714,"ct_9","CDI","HZ","P","O",1638,21775,"tr_4","45","451a"
40715,"ct_8","CDD","QB","P","O",1662,13871,"tr_3","45","563b"
40718,"ct_9","CDI","JC","C","O",1820,71924,"tr_4","45","388a"
40722,"ct_8","CDI","QA","C","O",1806,23272,"tr_2","45","526b"
40727,"ct_9","CDI","HZ","C","O",1828,19880,"tr_5","45","652a"
40735,"ct_9","CDI","CG","C","O",2028,18325,"tr_6","45","625c"
40736,"ct_6","CDI","GZ","P","O",1236,8303,"tr_1","28","554e"
40738,"ct_9","CDI","NZ","C","O",1516,14379,"tr_4","45","543f"
40756,"ct_9","APP","JB","C","A",1454,16963,"tr_6","45","478a"
40763,"ct_9","CDI","CA","C","O",1645,38314,"tr_6","45","461d"
40773,"ct_9","CDI","KZ","C","O",1820,72469,"tr_6","45","388c"
40781,"ct_9","CDI","IZ","P","O",265,2014,"tr_2","45","561f"
40782,"ct_9","CDI","HZ","C","O",1903,20433,"tr_5","45","641b"
40790,"ct_9","CDI","HZ","P","O",1000,13690,"tr_4","45","643a"
40791,"ct_9","CDI","CJ","C","O",2009,42097,"tr_5","45","383a"
40792,"ct_6","CDI","NZ","C","O",1512,19127,"tr_1","36","472a"
40795,"ct_9","CDI","CG","C","O",2027,22562,"tr_6","45","626b"
40799,"ct_9","CDI","NZ","C","X",1171,13225,"tr_1","45","526b"
40800,"ct_9","CDI","GZ","C","O",1975,38353,"tr_1","45","374a"
40801,"ct_8","CDI","QB","C","O",1820,18684,"tr_4","45","526d"
40806,"ct_9","CDI","FZ","C","O",1629,22836,"tr_4","45","622c"
40807,"ct_9","APP","CJ","F","A",228,1671,"tr_3","45","672a"
40822,"ct_9","CDI","CH","C","O",2028,22888,"tr_1","45","543g"
40824,"ct_9","CDI","HZ","C","O",1809,26227,"tr_6","92","451a"
40827,"ct_2","AUT","QA","C","O",1820,22459,"tr_6","77","563a"
40829,"ct_8","CDI","QB","C","O",1820,24481,"tr_3","41","423b"
40831,"ct_9","CDI","FZ","C","O",1402,16412,"tr_4","45","681b"
40844,"ct_9","CDI","FZ","C","O",2003,25786,"tr_3","45","632c"
40845,"ct_9","CDI","CE","C","O",1774,26050,"tr_6","45","628a"
40848,"ct_8","CDI","QB","P","O",1767,9273,"tr_3","45","525d"
40849,"ct_8","CDI","QA","C","O",1820,18831,"tr_2","45","542a"
40862,"ct_8","CDI","QB","C","O",1402,14746,"tr_3","77","434e"
40868,"ct_9","CDI","CH","C","O",1826,20725,"tr_5","45","674d"
40869,"ct_9","CDI","FZ","C","O",1815,21963,"tr_5","45","671c"
40871,"ct_9","CDI","HZ","C","O",1827,20293,"tr_5","45","461f"
40879,"ct_9","CDI","KZ","C","O",1820,21356,"tr_6","45","467a"
40892,"ct_9","CDI","DZ","C","O",1061,33266,"tr_6","92","372c"
40895,"ct_8","CDI","PZ","C","O",1820,27429,"tr_2","45","421b"
40904,"ct_9","CDI","GZ","C","O",1183,12549,"tr_0","41","554e"
40907,"ct_8","CDI","QB","C","O",2740,27628,"tr_4","45","526a"
40914,"ct_1","CDI","OZ","P","O",1516,50300,"tr_4","45","388c"
40924,"ct_1","AUT","OZ","C","O",1820,18490,"tr_5","45","523b"
40933,"ct_9","TTP","NZ","C","O",1440,16956,"tr_4","45","622a"
40938,"ct_9","CDI","JC","C","O",2200,61339,"tr_6","92","388a"
40947,"ct_9","CDI","QA","C","O",2090,20870,"tr_2","45","526e"
40951,"ct_8","CDI","OZ","C","O",1820,21213,"tr_6","45","545d"
40953,"ct_9","CDI","GZ","C","O",1820,20505,"tr_3","45","462b"
40954,"ct_8","CDI","PZ","C","O",1891,29118,"tr_6","45","341a"
40957,"ct_6","CDI","CM","P","O",1188,13401,"tr_1","45","674a"
40958,"ct_9","CDI","GZ","C","O",1867,14551,"tr_2","45","634c"
40962,"ct_9","CDI","CH","P","O",481,8623,"tr_3","45","674d"
40964,"ct_9","CDI","NZ","C","O",1863,19853,"tr_5","45","534a"
40967,"ct_9","CDI","MA","C","O",1839,18399,"tr_1","45","543b"
40968,"ct_9","CDI","HZ","C","O",1786,34537,"tr_5","45","387b"
40969,"ct_8","CDI","QB","P","O",1663,19104,"tr_3","45","434c"
40971,"ct_9","CDI","QA","C","O",2010,27709,"tr_2","45","526b"
40973,"ct_9","CDI","CK","C","O",1881,28920,"tr_5","45","628c"
40974,"ct_9","CDI","IZ","P","O",1060,7579,"tr_1","45","561c"
40989,"ct_9","CDI","HZ","C","O",1946,17485,"tr_3","45","676c"
41001,"ct_9","CDI","QA","C","O",1820,26437,"tr_2","45","526b"
41003,"ct_9","CDI","JB","C","O",1819,20323,"tr_4","45","543g"
41007,"ct_9","CDI","CK","C","O",1880,20423,"tr_6","45","652a"
41008,"ct_9","CDD","CA","C","O",455,7387,"tr_4","76","543g"
41018,"ct_9","CDI","GZ","C","O",1819,38481,"tr_1","45","344d"
41026,"ct_9","CDI","HZ","P","O",1781,18499,"tr_6","45","451a"
41042,"ct_7","CDI","TZ","C","O",788,8033,"tr_1","85","563c"
41047,"ct_8","CDI","RZ","C","O",1819,16730,"tr_1","45","691b"
41065,"ct_9","TOA","NZ","P","O",486,5237,"tr_5","45","684a"
41066,"ct_2","CDD","OZ","C","O",1819,21173,"tr_6","45","333f"
41072,"ct_9","CDI","CI","C","O",1848,31392,"tr_3","75","477b"
41076,"ct_9","CDI","GZ","C","O",1820,19850,"tr_4","45","462e"
41077,"ct_8","CDI","QB","C","O",1759,8352,"tr_4","45","526a"
41078,"ct_6","CDI","IZ","P","O",1210,10586,"tr_1","45","561d"
41086,"ct_9","CDI","CL","C","O",1554,14923,"tr_5","45","628c"
41096,"ct_7","CDI","QB","D","O",3000,16415,"tr_1","45","563a"
41109,"ct_9","CDI","CK","C","O",1877,49629,"tr_6","45","384a"
41121,"ct_9","CDI","GZ","P","O",1651,16968,"tr_6","45","552a"
41125,"ct_8","CDI","PZ","P","O",1511,12420,"tr_5","75","341a"
41139,"ct_9","CDI","FZ","C","O",1888,16814,"tr_2","45","632f"
41141,"ct_9","CDI","MC","C","O",1820,24275,"tr_3","92","463d"
41145,"ct_9","CDI","CH","C","O",1820,21714,"tr_3","45","542a"
41148,"ct_9","CDI","CF","C","O",1820,29441,"tr_6","45","475b"
41149,"ct_9","CDI","HZ","P","O",1443,16812,"tr_6","45","451a"
41150,"ct_8","CDI","QB","C","O",1799,32485,"tr_4","45","434a"
41163,"ct_9","CDD","GZ","C","O",551,7004,"tr_3","45","554a"
41167,"ct_9","APP","KZ","C","A",476,2609,"tr_2","76","562a"
41175,"ct_9","CDD","NZ","C","O",779,9115,"tr_5","45","684a"
41176,"ct_9","TOA","IZ","C","O",1250,14372,"tr_1","74","561b"
41177,"ct_9","CDD","MC","C","O",177,1398,"tr_5","45","555a"
41178,"ct_9","CDI","KZ","C","O",1820,34787,"tr_6","45","372b"
41185,"ct_3","CDD","QA","C","O",1817,19336,"tr_6","45","431f"
41190,"ct_9","CDI","GZ","P","O",1643,20765,"tr_2","45","433d"
41192,"ct_9","CDI","JC","C","O",1923,29904,"tr_6","75","388a"
41209,"ct_9","CDI","CA","C","O",1820,26400,"tr_5","45","628a"
41219,"ct_8","CDI","QB","C","O",1863,47511,"tr_3","45","434a"
41228,"ct_9","CDI","GZ","C","O",1516,15142,"tr_5","45","552a"
41231,"ct_9","CDI","NZ","C","O",1516,16410,"tr_6","45","684a"
41234,"ct_9","CDI","QA","C","O",1821,17343,"tr_3","45","433a"
41251,"ct_9","CDI","HZ","C","O",1819,22751,"tr_6","45","451a"
41252,"ct_9","CDI","CH","C","O",1822,17393,"tr_5","45","676e"
41255,"ct_2","AUT","PZ","C","O",1855,22058,"tr_1","45","421b"
41259,"ct_9","CDI","HZ","C","O",2024,16306,"tr_3","45","652a"
41260,"ct_8","CDI","KZ","C","O",2200,36077,"tr_5","45","477a"
41269,"ct_9","CDI","CA","P","O",939,8313,"tr_6","45","628f"
41277,"ct_9","CDI","GZ","C","O",1919,17575,"tr_3","45","551a"
41281,"ct_8","AUT","QB","C","X",1803,9580,"tr_5","45","676e"
41283,"ct_8","CDI","RZ","C","O",1820,17397,"tr_1","45","435b"
41285,"ct_9","CDI","GZ","C","O",1684,37554,"tr_1","45","543g"
41296,"ct_9","CDI","GZ","C","O",2200,25374,"tr_3","45","676c"
41299,"ct_9","CDI","HZ","C","O",1836,14067,"tr_3","45","546c"
41305,"ct_9","CDI","NZ","C","O",221,11607,"tr_6","45","534a"
41318,"ct_3","AUT","QA","C","O",1820,19467,"tr_6","45","632k"
41319,"ct_9","CDI","NZ","C","O",2200,16443,"tr_6","78","534a"
41324,"ct_9","CDI","GZ","C","O",1820,25516,"tr_1","45","433d"
41327,"ct_9","CDI","HZ","P","O",1781,18705,"tr_6","45","451a"
41330,"ct_9","TTP","NZ","C","O",285,10688,"tr_6","45","676c"
41331,"ct_9","CDI","CC","C","O",1786,22617,"tr_6","45","627f"
41342,"ct_9","CDI","FZ","C","O",1678,33888,"tr_3","37","481b"
41343,"ct_9","CDI","CM","C","O",1735,16182,"tr_3","45","486c"
41345,"ct_9","CDI","GZ","C","O",1892,14870,"tr_5","45","551a"
41348,"ct_9","CDI","MA","C","O",1812,19799,"tr_1","45","542a"
41350,"ct_9","CDI","LZ","C","O",1755,25795,"tr_3","45","461e"
41352,"ct_9","CDI","CE","P","O",1516,23588,"tr_6","45","461c"
41356,"ct_8","CDI","KZ","C","O",1819,16155,"tr_5","45","542a"
41359,"ct_9","CDI","NZ","P","O",615,4327,"tr_4","45","684a"
41362,"ct_9","CDI","GZ","C","O",1731,16420,"tr_6","45","551a"
41365,"ct_6","CDI","QA","C","O",1820,17453,"tr_1","45","526b"
41371,"ct_2","AUT","PZ","C","O",303,2559,"tr_1","45","422c"
41373,"ct_9","APP","GZ","P","A",1106,7308,"tr_1","45","682a"
41388,"ct_6","CDI","MA","P","O",1716,21986,"tr_1","45","542a"
41393,"ct_9","CDI","CK","C","O",2045,35933,"tr_6","45","474c"
41400,"ct_8","CDI","IZ","C","O",152,5378,"tr_3","45","636d"
41403,"ct_9","CDI","HZ","P","O",1000,18081,"tr_2","45","333c"
41405,"ct_9","CDI","HZ","C","O",2028,26044,"tr_3","45","543b"
41409,"ct_9","CDI","MC","P","O",1585,15355,"tr_2","45","526b"
41410,"ct_8","CDI","QB","P","O",1844,20285,"tr_4","45","525d"
41411,"ct_9","CDI","GZ","C","O",1821,18749,"tr_2","45","462b"
41413,"ct_9","CDI","LZ","C","O",1716,19061,"tr_1","45","561c"
41420,"ct_1","AUT","OZ","C","O",1824,16536,"tr_6","78","532b"
41430,"ct_9","CDI","FZ","C","O",2200,52233,"tr_3","37","463c"
41433,"ct_9","CDI","IZ","C","O",611,5438,"tr_2","45","636d"
41435,"ct_9","CDI","CM","C","O",1999,35665,"tr_1","45","461c"
41445,"ct_9","TTP","NZ","C","O",773,8694,"tr_2","45","676a"
41449,"ct_9","CDI","QA","C","O",1743,28673,"tr_3","21","431f"
41455,"ct_9","CDI","CC","C","O",1744,19959,"tr_6","45","627f"
41459,"ct_8","CDI","RZ","C","O",1154,13834,"tr_1","45","543g"
41471,"ct_7","CDI","QB","D","O",3000,19827,"tr_1","45","563a"
41473,"ct_9","CDI","CM","C","O",333,12325,"tr_3","07","477b"
41477,"ct_9","CDI","CK","C","O",1954,34255,"tr_5","45","477a"
41485,"ct_9","CDI","CG","P","O",1714,41102,"tr_6","45","388b"
41495,"ct_9","CDI","CM","C","O",2028,21544,"tr_1","45","484b"
41497,"ct_9","CDI","GZ","C","O",1690,19853,"tr_3","45","653a"
41504,"ct_9","CDI","GZ","P","O",1246,26206,"tr_1","45","374a"
41505,"ct_8","CDD","QB","C","O",1452,20159,"tr_1","45","431c"
41533,"ct_9","CDI","CE","P","O",1297,33115,"tr_4","27","385c"
41534,"ct_9","CDI","GZ","C","O",1820,18570,"tr_6","45","542a"
41537,"ct_9","CDI","GZ","P","O",1702,20810,"tr_1","45","433d"
41543,"ct_9","CDI","CC","C","O",1154,14207,"tr_3","45","676a"
41547,"ct_9","CDI","GZ","C","O",1421,12090,"tr_3","45","634c"
41548,"ct_8","CDI","QB","C","O",1838,16804,"tr_3","45","526a"
41568,"ct_9","CDI","MA","C","O",2028,24564,"tr_1","45","461c"
41572,"ct_9","CDI","GZ","P","O",996,15501,"tr_5","78","477b"
41582,"ct_9","CDI","FZ","C","O",2028,35577,"tr_2","45","382c"
41583,"ct_8","CDI","PZ","C","O",1820,19611,"tr_1","45","542a"
41592,"ct_9","CDI","KZ","C","O",1820,34369,"tr_6","45","467b"
41605,"ct_9","CDI","FZ","C","O",1817,17633,"tr_1","46","681a"
41610,"ct_8","AUT","NZ","C","O",1406,14207,"tr_3","46","691e"
41613,"ct_8","CDI","QB","C","O",1838,21801,"tr_3","46","526d"
41615,"ct_9","CDI","FZ","P","O",751,6525,"tr_1","46","542a"
41650,"ct_9","CDI","QB","P","O",1385,10138,"tr_6","46","563b"
41659,"ct_8","CDI","QB","C","O",1809,22671,"tr_4","46","526a"
41660,"ct_9","CDI","KZ","C","O",1820,23447,"tr_6","46","467a"
41662,"ct_9","CDI","GZ","P","O",1455,13676,"tr_1","12","433d"
41664,"ct_9","CDI","GZ","C","O",1853,17674,"tr_2","47","551a"
41666,"ct_7","CDI","QB","F","O",989,8318,"tr_1","46","563b"
41671,"ct_8","AUT","QB","C","X",1820,9868,"tr_3","46","685a"
41678,"ct_9","CDI","QB","P","O",1678,15731,"tr_6","46","563b"
41683,"ct_8","CDI","QB","P","O",783,5314,"tr_3","46","434e"
41689,"ct_8","CDI","QB","C","O",1777,19412,"tr_5","46","434e"
41699,"ct_7","CDI","QB","C","O",2067,18595,"tr_0","46","563b"
41703,"ct_9","CDI","HZ","C","O",2070,19982,"tr_1","46","542a"
41716,"ct_9","CDI","FZ","C","O",1711,21037,"tr_1","46","632a"
41720,"ct_9","CDI","CJ","C","O",1832,20746,"tr_6","46","672a"
41721,"ct_6","CDI","GZ","P","O",728,10873,"tr_6","56","463d"
41723,"ct_9","CDI","FZ","P","O",1389,19266,"tr_2","46","543g"
41725,"ct_9","CDI","GZ","C","O",1061,14042,"tr_1","46","554a"
41729,"ct_6","CDI","IZ","P","O",623,6086,"tr_1","47","561c"
41733,"ct_8","CDI","QB","P","O",910,14548,"tr_4","47","434d"
41739,"ct_9","CDI","CG","C","O",2200,35701,"tr_3","47","484a"
41749,"ct_8","CDI","PZ","C","O",1659,31752,"tr_3","47","372d"
41755,"ct_8","CDI","QB","C","O",1820,21868,"tr_4","47","434b"
41756,"ct_9","CDI","QB","C","O",1820,14040,"tr_3","47","525d"
41764,"ct_3","AUT","QB","C","O",1820,21568,"tr_3","47","632k"
41770,"ct_9","CDI","QA","C","O",1801,17584,"tr_5","47","525d"
41786,"ct_9","CDI","QB","C","O",1579,17916,"tr_3","47","343a"
41787,"ct_9","CDI","GZ","C","O",2310,20884,"tr_5","47","534a"
41793,"ct_9","CDI","NZ","C","O",1820,31378,"tr_3","47","373b"
41796,"ct_9","CDI","CC","C","O",2200,24918,"tr_4","47","674e"
41808,"ct_9","CDI","QB","P","O",1410,12566,"tr_3","47","525d"
41817,"ct_6","CDI","MC","C","O",1818,14361,"tr_1","47","526b"
41818,"ct_3","CDI","QA","P","O",310,3517,"tr_6","47","525d"
41820,"ct_2","CDI","OZ","P","O",702,4262,"tr_1","19","525a"
41824,"ct_8","CDI","QB","C","O",1805,15111,"tr_2","47","525d"
41827,"ct_9","CDI","GZ","C","O",1938,17012,"tr_4","47","551a"
41833,"ct_8","CDI","QB","C","O",611,4194,"tr_3","47","525d"
41836,"ct_9","CDI","GZ","C","O",2020,16335,"tr_2","47","676c"
41837,"ct_9","TTP","NZ","P","O",927,11708,"tr_2","47","676a"
41839,"ct_9","CDI","QA","P","O",1362,32756,"tr_1","47","431f"
41841,"ct_9","CDI","CH","C","O",1820,21743,"tr_5","47","543b"
41850,"ct_4","CDI","SZ","C","O",1819,22549,"tr_5","47","488a"
41852,"ct_9","CDI","FZ","C","O",1124,13466,"tr_5","81","534a"
41863,"ct_6","CDI","GZ","C","O",2200,21880,"tr_1","47","634c"
41864,"ct_9","CDD","HZ","C","O",1820,21980,"tr_6","33","521a"
