"unique_id","insee","is_student","current_age","Activity_type","sex","household_type","JOB_42","highest_diploma","target"
47501,"56164",FALSE,63,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-6",59.634
47502,"56164",FALSE,45,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-5",70.5156
47505,"56164",FALSE,38,"type|1|2","Female","TYPEM4-4","csp_3_7","edu1-3",60.2994
47507,"56164",FALSE,45,"type|1|1","Female","TYPEM4-1","csp_5_3","edu1-3",50.8382
47508,"56165",FALSE,28,"type|1|1","Male","TYPEM4-1","csp_6_7","edu1-3",66.1587
47509,"56165",FALSE,45,"type|2|4","Female","TYPEM4-2","csp_8_5","edu3",57.5245
47510,"56165",FALSE,45,"type|2|5","Male","TYPEM1-1","csp_8_5","edu1-3",68.4162
47516,"56165",FALSE,62,"type|1|1","Male","TYPEM4-1","csp_2_1","edu1-3",71.6551
47519,"56165",FALSE,32,"type|1|1","Female","TYPEM1-2","csp_4_3","edu1-7",79.2789
47521,"56165",FALSE,55,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-3",69.5958
47523,"56165",FALSE,60,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-5",66.0719
47524,"56165",FALSE,43,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-7",70.742
47525,"56166",TRUE,19,"type|1|2","Male","TYPEM1-1","csp_5_4","edu1-6",81.6392
47528,"56166",FALSE,35,"type|1|1","Female","TYPEM1-2","csp_4_7","edu1-8",67.4976
47531,"56166",FALSE,56,"type|1|1","Male","TYPEM4-1","csp_4_6","edu1-3",64.296
47532,"56166",FALSE,77,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-1",63.3171
47534,"56166",FALSE,74,"type|2|1","Female","TYPEM4-4","csp_7_2","edu1-3",64.4091
47535,"56166",FALSE,52,"type|1|1","Female","TYPEM4-1","csp_5_5","edu1-6",51.4368
47538,"56167",FALSE,68,"type|2|1","Male","TYPEM4-3","csp_7_5","edu1-9",57.0171
47541,"56167",FALSE,52,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1-4",66.675
47542,"56167",FALSE,50,"type|1|2","Female","TYPEM4-2","csp_5_5","edu3",58.8848
47545,"56168",TRUE,18,"type|2|2","Male","TYPEM2-0","csp_8_4","edu1-2",93.5649
47546,"56168",TRUE,23,"type|2|2","Male","TYPEM1-1","csp_8_4","edu1-7",101.7334
47547,"56168",FALSE,53,"type|1|1","Male","TYPEM1-1","csp_6_4","edu1-3",64.5034
47549,"56168",FALSE,34,"type|1|1","Female","TYPEM4-1","csp_2_2","edu1-5",55.2301
47550,"56168",FALSE,22,"type|1|1","Male","TYPEM4-2","csp_4_7","edu1-5",55.2094
47551,"56168",FALSE,64,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-3",53.0329
47552,"56169",FALSE,70,"type|2|1","Female","TYPEM4-4","csp_7_7","edu3",48.0804
47554,"56169",FALSE,79,"type|2|1","Female","TYPEM1-2","csp_7_8","edu1-2",59.0119
47556,"56169",FALSE,61,"type|1|1","Female","TYPEM1-2","csp_5_6","edu1-1",64.3712
47557,"56169",FALSE,39,"type|1|1","Female","TYPEM3-2","csp_4_5","edu1-6",68.9265
47558,"56169",FALSE,87,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-4",60.2996
47559,"56170",FALSE,23,"type|1|1","Female","TYPEM1-2","csp_3_1","edu1-7",81.0075
47560,"56170",FALSE,57,"type|1|2","Male","TYPEM4-3","csp_6_2","edu1-3",63.6279
47563,"56171",FALSE,84,"type|2|1","Female","TYPEM4-4","csp_7_8","edu2",64.872
47564,"56171",FALSE,74,"type|2|1","Female","TYPEM1-2","csp_7_8","edu1-1",54.1926
47565,"56171",FALSE,73,"type|2|1","Male","TYPEM1-1","csp_7_5","edu1-2",67.6728
47567,"56172",FALSE,60,"type|1|1","Female","TYPEM4-3","csp_3_4","edu1-9",61.1262
47569,"56172",FALSE,49,"type|2|5","Male","TYPEM1-1","csp_8_5","edu1-2",73.2822
47572,"56173",FALSE,59,"type|1|2","Male","TYPEM1-1","csp_2_2","edu1-3",83.7228
47573,"56173",FALSE,25,"type|1|1","Male","TYPEM4-1","csp_6_7","edu1-5",63.3805
47576,"56174",FALSE,78,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-1",63.7586
47577,"56174",FALSE,44,"type|1|1","Male","TYPEM3-1","csp_6_2","edu1-4",64.3345
47587,"56175",FALSE,46,"type|1|1","Male","TYPEM4-1","csp_4_6","edu1-2",66.7097
47588,"56175",FALSE,72,"type|2|1","Female","TYPEM4-4","csp_7_2","edu1-1",65.004
47590,"56176",FALSE,81,"type|2|1","Female","TYPEM4-4","csp_7_1","edu2",68.1548
47592,"56176",FALSE,46,"type|1|1","Male","TYPEM4-2","csp_4_8","edu1-5",62.0331
47596,"56176",FALSE,56,"type|1|1","Male","TYPEM4-1","csp_2_1","edu1-6",76.1774
47598,"56176",FALSE,40,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-6",66.9003
47600,"56177",FALSE,38,"type|1|1","Female","TYPEM3-2","csp_4_3","edu1-3",59.9714
47601,"56177",FALSE,55,"type|1|1","Male","TYPEM4-1","csp_6_3","edu2",63.076
47602,"56177",FALSE,56,"type|1|2","Male","TYPEM4-3","csp_2_1","edu1-4",78.5578
47603,"56177",FALSE,52,"type|1|1","Female","TYPEM4-1","csp_4_2","edu1-8",69.7506
47604,"56177",FALSE,48,"type|2|5","Female","TYPEM4-2","csp_8_5","edu2",58.2042
47605,"56177",FALSE,74,"type|2|1","Female","TYPEM4-4","csp_7_8","edu1-1",60.9099
47606,"56177",FALSE,75,"type|2|1","Male","TYPEM4-4","csp_7_2","edu1-3",69.5183
47607,"56177",FALSE,43,"type|1|1","Female","TYPEM4-1","csp_5_6","edu1-3",79.2193
47609,"56177",FALSE,80,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-1",66.9142
47610,"56177",FALSE,73,"type|2|1","Female","TYPEM4-4","csp_7_2","edu1-1",68.3201
47611,"56177",FALSE,43,"type|1|1","Female","TYPEM1-2","csp_5_2","edu1-5",44.2529
47612,"56177",FALSE,67,"type|2|1","Male","TYPEM1-1","csp_7_5","edu1-3",65.0792
47614,"56177",FALSE,67,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-3",60.3066
47615,"56177",FALSE,47,"type|1|1","Male","TYPEM1-1","csp_2_3","edu1-8",73.7594
47620,"56178",FALSE,79,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-1",63.9358
47621,"56178",FALSE,68,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",60.7275
47622,"56178",FALSE,45,"type|1|1","Female","TYPEM1-2","csp_4_3","edu1-6",76.7607
47623,"56178",FALSE,72,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-4",53.0988
47624,"56178",TRUE,19,"type|2|2","Male","TYPEM3-2","csp_8_4","edu1-2",92.3759
47626,"56178",FALSE,61,"type|1|1","Male","TYPEM4-2","csp_4_6","edu1-3",71.6104
47628,"56178",FALSE,31,"type|1|1","Female","TYPEM4-1","csp_5_5","edu1-6",62.1847
47630,"56178",FALSE,35,"type|1|2","Female","TYPEM4-2","csp_4_2","edu1-7",72.1728
47631,"56178",FALSE,71,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",52.8281
47636,"56178",FALSE,39,"type|1|1","Female","TYPEM1-2","csp_4_3","edu1-7",64.0615
47638,"56178",FALSE,59,"type|1|1","Male","TYPEM4-2","csp_5_2","edu1-3",52.8315
47639,"56178",FALSE,45,"type|1|1","Male","TYPEM3-1","csp_4_7","edu1-7",81.547
47640,"56178",FALSE,58,"type|2|5","Male","TYPEM4-3","csp_8_5","edu1-4",67.5541
47645,"56178",FALSE,60,"type|2|5","Male","TYPEM4-3","csp_8_6","edu1-7",75.3588
47649,"56179",FALSE,64,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",57.7097
47650,"56179",FALSE,49,"type|1|1","Male","TYPEM4-1","csp_3_8","edu1-8",64.0003
47652,"56179",FALSE,36,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-6",75.2674
47653,"56179",FALSE,42,"type|1|2","Female","TYPEM4-2","csp_2_1","edu1-5",68.619
47655,"56179",FALSE,34,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-2",77.5884
47656,"56180",TRUE,15,"type|2|2","Female","TYPEM4-2","csp_8_4","edu1-2",88.1236
47663,"56181",FALSE,41,"type|1|1","Female","TYPEM4-1","csp_4_5","edu1-7",86.4807
47664,"56182",FALSE,65,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-8",67.9641
47667,"56184",FALSE,91,"type|2|1","Male","TYPEM4-4","csp_7_8","edu2",73.3098
47668,"56184",FALSE,71,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",62.5348
47669,"56184",FALSE,77,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-4",62.6978
47672,"56184",FALSE,60,"type|1|1","Male","TYPEM4-2","csp_5_2","edu1-4",68.6523
47674,"56184",FALSE,47,"type|1|1","Female","TYPEM1-2","csp_5_2","edu1-3",35.6078
47678,"56184",FALSE,56,"type|1|1","Male","TYPEM1-1","csp_5_6","edu1-4",83.6505
47682,"56185",FALSE,25,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-5",79.618
47683,"56185",FALSE,55,"type|1|1","Female","TYPEM1-2","csp_5_6","edu1-3",65.8472
47685,"56185",FALSE,55,"type|2|1","Female","TYPEM4-2","csp_7_4","edu1-6",51.7727
47688,"56185",FALSE,22,"type|1|1","Male","TYPEM4-2","csp_6_3","edu1-5",54.6434
47689,"56185",TRUE,22,"type|1|1","Female","TYPEM3-2","csp_5_4","edu1-6",54.706
47691,"56186",FALSE,37,"type|1|2","Male","TYPEM4-3","csp_5_6","edu3",63.5289
47693,"56186",FALSE,41,"type|1|1","Male","TYPEM4-1","csp_5_6","edu1-5",66.6333
47694,"56186",FALSE,70,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-3",59.4939
47695,"56186",FALSE,77,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",57.5985
47697,"56186",FALSE,69,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-5",68.4051
47701,"56186",FALSE,84,"type|2|1","Female","TYPEM1-2","csp_7_1","edu1-1",62.8246
47702,"56186",FALSE,49,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-4",67.8022
47705,"56188",FALSE,86,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-3",60.5148
47706,"56188",FALSE,44,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-4",66.2419
47710,"56190",FALSE,46,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-5",61.1344
47717,"56193",FALSE,65,"type|2|1","Male","TYPEM3-2","csp_7_4","edu2",70.1495
47718,"56193",FALSE,53,"type|1|1","Male","TYPEM4-1","csp_4_6","edu1-3",69.0441
47720,"56193",FALSE,23,"type|2|4","Female","TYPEM4-1","csp_8_5","edu1-1",53.6338
47721,"56193",FALSE,62,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-1",61.2397
47722,"56194",TRUE,22,"type|1|1","Male","TYPEM3-2","csp_3_3","edu1-7",53.1702
47727,"56194",FALSE,62,"type|2|1","Male","TYPEM1-1","csp_7_4","edu1-9",67.7323
47728,"56194",FALSE,88,"type|2|4","Male","TYPEM4-4","csp_8_6","edu1",72.34
47734,"56197",FALSE,59,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-1",70.0168
47737,"56199",FALSE,22,"type|1|2","Male","TYPEM3-2","csp_6_7","edu1-2",57.4833
47738,"56199",FALSE,65,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",55.4204
47741,"56201",FALSE,58,"type|2|5","Female","TYPEM4-4","csp_8_5","edu2",63.8317
47743,"56203",FALSE,83,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-3",55.6501
47744,"56203",FALSE,53,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-3",69.507
47745,"56204",TRUE,16,"type|2|2","Female","TYPEM3-2","csp_8_4","edu1-2",87.881
47746,"56206",FALSE,20,"type|1|1","Female","TYPEM4-2","csp_5_5","edu1-5",58.0074
47747,"56206",FALSE,46,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-7",76.6435
47749,"56206",TRUE,19,"type|1|1","Male","TYPEM3-1","csp_6_8","edu1-2",54.9474
47751,"56206",FALSE,48,"type|1|1","Male","TYPEM1-1","csp_2_1","edu1-3",68.4483
47755,"56206",FALSE,65,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",55.315
47756,"56206",FALSE,47,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-4",79.1867
47757,"56206",FALSE,37,"type|1|1","Male","TYPEM1-1","csp_6_2","edu1-3",66.1229
47758,"56206",TRUE,17,"type|2|2","Male","TYPEM3-2","csp_8_4","edu1-2",93.4729
47761,"56206",FALSE,50,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-6",87.0275
47763,"56207",FALSE,71,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",59.8481
47764,"56207",FALSE,62,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-3",58.5591
47765,"56208",FALSE,64,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-3",58.6935
47766,"56210",FALSE,35,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1-6",59.0695
47768,"56212",FALSE,45,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-3",71.7509
47770,"56212",FALSE,72,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-2",63.0375
47771,"56212",FALSE,46,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-2",78.2804
47773,"56214",FALSE,51,"type|2|5","Male","TYPEM1-1","csp_8_5","edu1-3",67.0259
47774,"56214",FALSE,37,"type|1|2","Female","TYPEM4-2","csp_3_7","edu1-6",66.7524
47777,"56218",FALSE,72,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-8",63.3951
47780,"56220",FALSE,32,"type|1|1","Male","TYPEM3-1","csp_6_2","edu1-6",75.0531
47784,"56221",FALSE,60,"type|1|1","Male","TYPEM4-1","csp_6_5","edu1-1",65.971
47786,"56222",FALSE,26,"type|1|1","Male","TYPEM4-1","csp_5_5","edu1-6",62.9939
47787,"56222",FALSE,45,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-6",67.1423
47790,"56222",FALSE,81,"type|2|5","Male","TYPEM4-4","csp_8_6","edu1-3",64.2253
47791,"56222",FALSE,54,"type|1|1","Female","TYPEM4-1","csp_5_6","edu3",58.6537
47792,"56223",FALSE,92,"type|2|1","Male","TYPEM1-1","csp_7_4","edu1-1",64.4429
47795,"56223",FALSE,63,"type|2|1","Female","TYPEM4-4","csp_7_2","edu1-2",64.6221
47796,"56224",FALSE,39,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1",59.4033
47797,"56225",TRUE,22,"type|1|2","Male","TYPEM4-1","csp_5_5","edu1-3",82.2239
47798,"56230",FALSE,50,"type|1|1","Female","TYPEM4-1","csp_5_6","edu1-3",75.9812
47799,"56231",FALSE,56,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-3",73.8123
47800,"56231",FALSE,66,"type|2|1","Female","TYPEM4-4","csp_7_4","edu1-7",63.4701
47803,"56231",FALSE,73,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-2",54.4242
47805,"56232",FALSE,70,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-3",61.7994
47806,"56232",TRUE,19,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-2",98.4152
47807,"56232",FALSE,73,"type|2|1","Male","TYPEM4-3","csp_7_2","edu1-5",66.9988
47808,"56232",FALSE,71,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-3",62.0936
47809,"56232",FALSE,42,"type|1|1","Male","TYPEM4-2","csp_6_2","edu3",67.8037
47810,"56233",FALSE,36,"type|1|1","Male","TYPEM4-1","csp_3_8","edu1-8",67.9864
47814,"56237",FALSE,34,"type|1|2","Female","TYPEM1-2","csp_5_6","edu1-3",57.0868
47820,"56237",FALSE,39,"type|1|1","Female","TYPEM4-1","csp_5_5","edu1-3",55.6227
47823,"56239",TRUE,19,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-4",96.0567
47827,"56240",FALSE,67,"type|2|4","Female","TYPEM4-4","csp_8_6","edu1-1",62.8253
47828,"56240",FALSE,55,"type|1|1","Male","TYPEM4-2","csp_4_8","edu1-3",75.6236
47830,"56240",FALSE,80,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-3",57.7095
47832,"56240",FALSE,65,"type|2|1","Male","TYPEM4-4","csp_7_2","edu1-1",73.6792
47834,"56240",FALSE,55,"type|1|1","Female","TYPEM1-2","csp_5_4","edu1-3",52.6848
47835,"56240",FALSE,62,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-1",66.6991
47839,"56241",FALSE,34,"type|1|1","Female","TYPEM4-1","csp_1_2","edu1-7",55.5435
47840,"56243",FALSE,73,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",55.6613
47841,"56243",FALSE,52,"type|1|1","Female","TYPEM3-1","csp_3_1","edu1-7",82.59
47842,"56243",FALSE,56,"type|1|1","Male","TYPEM4-1","csp_2_1","edu1-5",69.7575
47844,"56243",FALSE,67,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-6",58.7623
47849,"56243",FALSE,24,"type|1|2","Male","TYPEM4-4","csp_4_7","edu1-6",75.5839
47853,"56243",FALSE,70,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-4",61.8077
47855,"56244",TRUE,15,"type|2|2","Male","TYPEM4-1","csp_8_4","edu2",104.0474
47858,"56244",FALSE,70,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-3",56.5392
47859,"56244",FALSE,74,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-1",54.5081
47861,"56246",FALSE,92,"type|2|1","Male","TYPEM1-1","csp_7_1","edu2",75.0666
47863,"56247",FALSE,33,"type|1|1","Male","TYPEM1-1","csp_4_7","edu1-6",69.7789
47865,"56247",FALSE,74,"type|2|1","Female","TYPEM1-2","csp_7_1","edu2",62.932
47866,"56247",FALSE,88,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-5",63.2607
47867,"56247",FALSE,54,"type|1|1","Female","TYPEM4-1","csp_5_5","edu1-1",57.8766
47868,"56247",FALSE,31,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-4",64.6666
47874,"56248",FALSE,65,"type|2|1","Female","TYPEM4-4","csp_7_1","edu1-2",60.0275
47875,"56248",FALSE,77,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-1",60.4806
47876,"56249",TRUE,15,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-1",101.1293
47877,"56249",FALSE,65,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-3",66.109
47878,"56249",FALSE,84,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-2",59.2662
47879,"56250",FALSE,69,"type|2|1","Female","TYPEM1-2","csp_7_2","edu1-3",63.1763
47880,"56250",FALSE,59,"type|2|5","Female","TYPEM1-2","csp_8_6","edu1-4",68.9663
47881,"56250",FALSE,84,"type|2|1","Male","TYPEM1-1","csp_7_1","edu1-1",69.1506
47884,"56251",FALSE,60,"type|1|1","Male","TYPEM4-1","csp_3_7","edu1-3",65.9567
47885,"56251",FALSE,54,"type|1|1","Female","TYPEM1-2","csp_5_2","edu1-3",50.2715
47886,"56251",TRUE,15,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-2",97.7682
47887,"56251",FALSE,31,"type|2|5","Male","TYPEM4-4","csp_8_5","edu1-3",60.7302
47888,"56251",FALSE,82,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",63.6586
47889,"56251",FALSE,51,"type|2|5","Male","TYPEM3-2","csp_8_5","edu2",69.0934
47890,"56251",TRUE,19,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-2",94.0266
47895,"56251",FALSE,22,"type|1|1","Male","TYPEM4-1","csp_5_6","edu1-4",59.5506
47896,"56251",FALSE,83,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",52.9839
47897,"56252",FALSE,48,"type|1|1","Female","TYPEM3-2","csp_6_7","edu1-5",61.677
47899,"56252",FALSE,49,"type|1|1","Female","TYPEM1-2","csp_6_2","edu1-7",73.775
47904,"56254",TRUE,15,"type|2|5","Male","TYPEM3-2","csp_8_5","edu1-2",89.4955
47905,"56257",FALSE,28,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-6",71.161
47906,"56257",FALSE,53,"type|1|1","Male","TYPEM4-1","csp_5_3","edu1-3",56.8997
47907,"56258",FALSE,55,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-3",67.8181
47910,"56258",FALSE,50,"type|1|1","Male","TYPEM1-1","csp_5_4","edu1-4",77.4718
47912,"56259",FALSE,70,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-2",64.4807
47915,"56260",FALSE,59,"type|1|1","Female","TYPEM2-0","csp_5_6","edu1-3",69.3674
47916,"56260",FALSE,26,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1-5",56.2483
47917,"56260",FALSE,31,"type|1|1","Male","TYPEM4-1","csp_5_3","edu1-8",71.9686
47918,"56260",FALSE,65,"type|2|1","Male","TYPEM1-1","csp_7_7","edu1-2",70.1446
47919,"56260",FALSE,31,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-3",55.9666
47921,"56260",FALSE,57,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1-3",57.4359
47922,"56260",FALSE,64,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-5",61.2685
47923,"56260",FALSE,55,"type|1|1","Male","TYPEM4-2","csp_4_8","edu1-8",72.4693
47924,"56260",TRUE,19,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-2",96.9396
47927,"56260",FALSE,94,"type|2|1","Male","TYPEM4-4","csp_7_7","edu3",56.1799
47928,"56260",FALSE,58,"type|1|2","Male","TYPEM1-1","csp_6_8","edu1-3",74.0415
47929,"56260",FALSE,54,"type|1|1","Male","TYPEM4-1","csp_5_2","edu1-4",65.784
47931,"56260",FALSE,88,"type|2|1","Female","TYPEM1-2","csp_7_8","edu1-3",51.9495
47934,"56260",FALSE,37,"type|1|1","Male","TYPEM4-1","csp_6_9","edu3",44.4584
47937,"56260",FALSE,25,"type|1|2","Female","TYPEM4-1","csp_8_1","edu1-7",73.1563
47939,"56260",FALSE,78,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-1",66.4138
47941,"56260",FALSE,68,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",57.0196
47943,"56260",FALSE,45,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-4",67.0914
47946,"56260",FALSE,27,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-6",73.7484
47947,"56260",FALSE,34,"type|1|1","Male","TYPEM1-1","csp_2_1","edu1-3",71.9795
47952,"56260",FALSE,79,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",51.7784
47953,"56260",FALSE,53,"type|1|1","Male","TYPEM1-1","csp_6_7","edu1-5",64.5325
47955,"56260",FALSE,37,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-3",61.6098
47956,"56260",FALSE,28,"type|1|2","Male","TYPEM1-1","csp_6_3","edu1-3",72.4398
47957,"56260",FALSE,80,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-3",66.7667
47958,"56260",FALSE,64,"type|1|1","Male","TYPEM4-2","csp_1_2","edu1-8",49.6456
47959,"56260",FALSE,62,"type|2|1","Male","TYPEM4-3","csp_7_5","edu1-3",53.3661
47960,"56260",FALSE,21,"type|1|2","Male","TYPEM4-1","csp_6_8","edu1-2",73.7602
47961,"56260",FALSE,56,"type|1|2","Female","TYPEM4-2","csp_5_2","edu1-4",61.4565
47965,"56260",TRUE,21,"type|2|2","Male","TYPEM4-4","csp_8_4","edu1-5",95.2491
47966,"56260",FALSE,59,"type|1|1","Female","TYPEM1-2","csp_6_7","edu1-2",63.1981
47969,"56260",FALSE,56,"type|1|1","Male","TYPEM4-1","csp_6_4","edu3",51.1594
47971,"56260",FALSE,49,"type|1|1","Female","TYPEM1-2","csp_5_6","edu1",64.5799
47973,"56260",FALSE,85,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1",62.5376
47978,"56260",FALSE,42,"type|1|1","Female","TYPEM4-1","csp_4_5","edu1-8",78.658
47979,"56260",FALSE,85,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-1",56.0631
47980,"56260",FALSE,45,"type|1|1","Male","TYPEM4-1","csp_3_7","edu1-8",85.039
47983,"56260",FALSE,58,"type|1|1","Female","TYPEM1-2","csp_4_6","edu1-6",55.1194
47984,"56260",FALSE,49,"type|1|1","Female","TYPEM4-1","csp_3_1","edu1-8",71.1348
47986,"56260",FALSE,56,"type|2|5","Female","TYPEM1-2","csp_8_5","edu1-3",51.7321
47987,"56260",FALSE,69,"type|2|1","Male","TYPEM4-3","csp_7_2","edu1-4",72.4783
47988,"56260",FALSE,40,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-5",47.3319
47990,"56260",FALSE,28,"type|1|2","Female","TYPEM1-2","csp_5_6","edu1-6",59.9722
47993,"56260",FALSE,57,"type|1|1","Male","TYPEM4-2","csp_4_8","edu1-3",76.3411
47994,"56260",FALSE,31,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-3",73.3267
47995,"56262",FALSE,45,"type|1|2","Male","TYPEM4-3","csp_6_3","edu1-6",68.1803
47996,"56262",FALSE,53,"type|1|1","Male","TYPEM4-1","csp_3_1","edu1-9",90.2772
47998,"56263",FALSE,66,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-4",61.0218
47999,"56263",FALSE,61,"type|1|1","Male","TYPEM3-2","csp_1_3","edu1-3",41.1796
48001,"56263",FALSE,35,"type|1|1","Female","TYPEM4-1","csp_5_6","edu1-5",55.1772
48002,"56263",FALSE,46,"type|1|1","Male","TYPEM4-1","csp_3_4","edu1-9",76.6298
48004,"57003",FALSE,47,"type|1|2","Female","TYPEM3-2","csp_5_6","edu2",48.6738
48007,"57006",FALSE,34,"type|1|2","Female","TYPEM4-2","csp_5_4","edu1-7",59.3743
48009,"57011",FALSE,95,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-8",52.2052
48011,"57012",FALSE,78,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-6",45.8931
48013,"57012",FALSE,41,"type|1|1","Male","TYPEM4-1","csp_6_7","edu1-4",54.7118
48015,"57012",FALSE,45,"type|1|1","Male","TYPEM4-1","csp_5_4","edu1-6",57.0654
48016,"57012",TRUE,16,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-2",87.6036
48017,"57012",FALSE,41,"type|1|1","Female","TYPEM4-1","csp_5_2","edu3",46.7929
48019,"57012",FALSE,79,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",45.7137
48021,"57012",FALSE,56,"type|1|1","Male","TYPEM1-1","csp_6_4","edu1-3",57.872
48025,"57013",FALSE,58,"type|1|2","Female","TYPEM4-4","csp_5_4","edu1-3",48.5763
48029,"57015",FALSE,61,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-1",53.2048
48031,"57017",FALSE,60,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",49.8707
48032,"57017",FALSE,54,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1-6",50.7506
48033,"57017",FALSE,61,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",49.2618
